Subkey;Values
\Classes\AppID\{f8842f8e-dafe-4b37-9d38-4e0714a61149};"AccessPermission: 01000480700000007c000000000000001400000002005c00040000000000140003000000010100000000000512000000000014000300000001010000000000051300000000001400030000000101000000000005040000000000180003000000010200000000000f020000000100000001010000000000050a00000001020000; AppIDFlags: 8; LaunchPermission: 01000480700000007c000000000000001400000002005c0004000000000014000b000000010100000000000512000000000014000b000000010100000000000513000000000014000b000000010100000000000504000000000018000b000000010200000000000f020000000100000001010000000000050a00000001020000; RunAs: Interactive User"
\Classes\AppID\{F8FD03A6-DDD9-4C1B-84EE-58159476A0D7};"(default): RAServer; AccessPermission: 010004803000000040000000000000001400000002001c0001000000000014000300000001010000000000050a0000000102000000000005200000002002000001020000000000052000000020020000; LaunchPermission: 01000480300000004c000000000000001400000002001c0001000000000014000b0000000101000000000005040000000105000000000005150000002845a6d3e712d746df286089e90300000105000000000005150000002845a6d3e712d746df286089e9030000; PreferredServerBitness: 2147483648; RunAs: Interactive User"
\Classes\AppID\{F9717507-6651-4EDB-BFF7-AE615179BCCF};"(default): WinInetBrokerServer; AccessPermission: 01000480a4000000b400000000000000140000000200900006000000000014000300000001010000000000050400000000001400030000000101000000000005120000000000180003000000010200000000000f02000000010000000000180003000000010200000000000f0300000001000000000018000300000001020000; AppIDFlags: 520; DllSurrogate: 0; LaunchPermission: 01001480ac000000bc000000140000003000000002001c0001000000110014000400000001010000000000100010000002007c0005000000000014000b000000010100000000000100000000000018000b000000010200000000000f0200000001000000000018000b000000010200000000000f030000000100000000001800; PreferredServerBitness: 2147483648; ProcessMitigationPolicy: 05131101111111111001000000000000; RunAs: Interactive User"
\Classes\AppID\{FA1456D3-4B97-4f9c-8511-2786161DC333};"(default): NCLUA; AccessPermission: 010004806000000070000000000000001400000002004c00030000000000140003000000010100000000000512000000000014000700000001010000000000050a0000000000140003000000010100000000000504000000cdcdcdcdcdcdcdcd0102000000000005200000002002000001020000000000052000000020020000; DllSurrogate: 0"
\Classes\AppID\{FAF53CC4-BD73-4E36-83F1-2B23F46E513E};"(default): VssEvent; DllSurrogate: 0"
\Classes\AppID\{fb479c02-9ec4-4fed-8599-debe037452cb};"(default): Shell Hardware Mixed Content Handler Cancelled; RunAs: Interactive User"
\Classes\AppID\{FBF23B40-E3F0-101B-8488-00AA003E56F8};"AccessPermission: 010004805800000068000000000000001400000002004400030000000000140003000000010100000000000504000000000014000700000001010000000000050a00000000001400030000000101000000000005120000000102000000000005200000002002000001020000000000052000000020020000; DllSurrogate: 0"
\Classes\AppID\{FC38B7C8-9E50-497d-A387-7DEBDAD14160};(default): RegisterControl
\Classes\AppID\{FC5EEAF6-0002-11DF-ADB9-F4CE462D9137};"(default): Hotspot Auth Module; AccessPermission: 01000480880000009800000000000000140000000200740005000000000018000b00000001020000000000052000000020020000000014000b000000010100000000000504000000000014000b000000010100000000000513000000000014000b000000010100000000000514000000000018000b0000000102000000000005; LaunchPermission: 01000480880000009800000000000000140000000200740005000000000018000b00000001020000000000052000000020020000000014000b000000010100000000000504000000000014000b000000010100000000000513000000000014000b000000010100000000000514000000000018000b0000000102000000000005; LocalService: wlansvc"
\Classes\AppID\{FCC74B77-EC3E-4dd8-A80B-008A702075A9};"(default): appwiz.cpl; AccessPermission: 010004806000000070000000000000001400000002004c00030000000000140003000000010100000000000512000000000014000700000001010000000000050a0000000000140003000000010100000000000504000000cdcdcdcdcdcdcdcd0102000000000005200000002002000001020000000000052000000020020000; DllSurrogate: 0; LaunchPermission: 01000480780000008800000000000000140000000200640004000000000014001f000000010100000000000512000000000018001f00000001020000000000052000000020020000000014001f000000010100000000000504000000000014000b000000010100000000000512000000cdcdcdcdcdcdcdcd0102000000000005"
\Classes\AppID\{FD2C8897-2BE8-459c-B8E4-0D2FCFD341F0};DLLSurrogate: 0
\Classes\AppID\{fd6c8b29-e936-4a61-8da6-b0c12ad3ba00};(default): Wordpad
\Classes\AppID\{FDA74D11-C4A6-4577-9F73-D7CA8586E10C};"(default): Proximity UX Host; RunAs: Interactive User"
\Classes\AppID\{ff9e6131-a8c1-4188-aa03-82e9f10a05a8};"AccessPermission: 010004805800000068000000000000001400000002004400030000000000140003000000010100000000000504000000000014000700000001010000000000050a00000000001400030000000101000000000005120000000102000000000005200000002002000001020000000000052000000020020000; DllSurrogate: 0"
\Classes\AppID\{FFB8655F-81B9-4fce-B89C-9A6BA76D13E7};"(default): Shell Execute Hardware Event Handler; RunAs: Interactive User"
\Classes\AppID\{FFE1E5FE-F1F0-48C8-953E-72BA272F2744};"(default): EntAppSvc; AccessPermission: 010004807000000080000000000000001400000002005c00040000000000140007000000010100000000000100000000000014000700000001010000000000050a000000000014000300000001010000000000051200000000001800070000000102000000000005200000002002000001020000000000052000000020020000; LaunchPermission: 010004807000000080000000000000001400000002005c0004000000000014001f000000010100000000000512000000000018001f00000001020000000000052000000020020000000014001f000000010100000000000100000000000014001f00000001010000000000050400000001020000000000052000000020020000; LocalService: EntAppSvc"
\Classes\AppID;
\Classes\APPLICATION;"w7: {98A1B01E-E363-46e9-A68F-C6078DAABB8C}; WAPNodeProcessor: {90BA30DD-785C-4186-9F44-B7D2EA994EA5}"
\Classes\Application.Manifest\CLSID;(default): {98af66e4-aa41-4226-b80f-0b1a8f34eeb4}
\Classes\Application.Manifest\DefaultIcon;(default): C:\Windows\System32\dfshim.dll,1
\Classes\Application.Manifest\shell\open\command;"(default): ""C:\Windows\System32\rundll32.exe"" ""C:\Windows\System32\dfshim.dll"",ShOpenVerbApplication %1"
\Classes\Application.Manifest\shell\open;
\Classes\Application.Manifest\shell;(default): open
\Classes\Application.Manifest;"(default): Application Manifest; BrowserFlags: 4096; EditFlags: 4259840; FriendlyTypeName: @C:\Windows\System32\dfshim.dll,-200"
\Classes\Application.Reference\shell\open\command;"(default): ""C:\Windows\System32\rundll32.exe"" ""C:\Windows\System32\dfshim.dll"",ShOpenVerbShortcut %1|%2"
\Classes\Application.Reference\shell\open;
\Classes\Application.Reference\shell;(default): open
\Classes\Application.Reference\shellex\ContextMenuHandlers\{90AA3A4E-1CBA-4233-B8BB-535773D48449};
\Classes\Application.Reference\shellex\ContextMenuHandlers\{a2a9545d-a0c2-42b4-9708-a0b2badd77c8};
\Classes\Application.Reference\shellex\ContextMenuHandlers;
\Classes\Application.Reference\shellex\IconHandler;(default): {E37E2028-CE1A-4f42-AF05-6CEABC4E5D75}
\Classes\Application.Reference\shellex\{000214F9-0000-0000-C000-000000000046};(default): {e82a2d71-5b2f-43a0-97b8-81be15854de8}
\Classes\Application.Reference\shellex;
\Classes\Application.Reference;"(default): Application Reference; EditFlags: 131072; FriendlyTypeName: @C:\Windows\System32\dfshim.dll,-201; IsShortcut: 0; NeverShowExt: 0"
\Classes\ApplicationContent\Shell\Open\Command;DelegateExecute: {0c194cb2-2959-4d14-8964-37fd3e48c32d}
\Classes\ApplicationContent\Shell\Open;
\Classes\ApplicationContent\Shell;
\Classes\ApplicationContent;"(default): Application Content; FriendlyTypeName: @%SystemRoot%\System32\shell32.dll,-34649; NeverShowExt: 0; NoOpenWith: 0"
\Classes\Applications\accwiz.exe;NoOpenWith: 0
\Classes\Applications\Acrobat.exe\CurVer;(default): Acrobat.Document.DC
\Classes\Applications\Acrobat.exe\shell\Open\command;"(default): ""C:\Program Files\Adobe\Acrobat DC\Acrobat\Acrobat.exe"" ""%1"""
\Classes\Applications\Acrobat.exe\shell\Open;
\Classes\Applications\Acrobat.exe\shell;
\Classes\Applications\Acrobat.exe;
\Classes\Applications\ARTGALRY.EXE;NoOpenWith: 0
\Classes\Applications\awdvstub.exe;NoOpenWith: 0
\Classes\Applications\cag.exe;NoOpenWith: 0
\Classes\Applications\CChat.exe;NoOpenWith: 0
\Classes\Applications\cdfview.dll;NoOpenWith: 0
\Classes\Applications\cmd.exe;NoOpenWith: 0
\Classes\Applications\CMMGR32.EXE;NoOpenWith: 0
\Classes\Applications\CodeMeterCC.exe\shell\open;FriendlyAppName: CodeMeterCC
\Classes\Applications\CodeMeterCC.exe\shell;
\Classes\Applications\CodeMeterCC.exe\SupportedTypes;".WibuCmLiF: 0; .WibuCmRaU: 0; .WibuCmRaR: 0"
\Classes\Applications\CodeMeterCC.exe;
\Classes\Applications\cryptext.dll;NoOpenWith: 0
\Classes\Applications\datainst.exe;NoOpenWith: 0
\Classes\Applications\depends.exe;NoOpenWith: 0
\Classes\Applications\drwatson.exe;NoOpenWith: 0
\Classes\Applications\dsquery.dll;NoOpenWith: 0
\Classes\Applications\excel.exe;FriendlyAppName: @C:\Program Files\Microsoft Office\root\VFS\ProgramFilesCommonX64\Microsoft Shared\Office16\oregres.dll,-206
\Classes\Applications\explorer.exe;"LongProcessLifetime: 0; NoOpenWith: 0; TaskbarGroupIcon: %SystemRoot%\System32\imageres.dll,-4"
\Classes\Applications\faxcover.exe;NoOpenWith: 0
\Classes\Applications\finder.exe;NoOpenWith: 0
\Classes\Applications\fontview.exe;NoOpenWith: 0
\Classes\Applications\fpidcwiz.exe;NoOpenWith: 0
\Classes\Applications\graflink.exe;NoOpenWith: 0
\Classes\Applications\grpconv.exe;NoOpenWith: 0
\Classes\Applications\helpctr.exe;NoOpenWith: 0
\Classes\Applications\hh.exe;NoOpenWith: 0
\Classes\Applications\HYPERTRM.EXE;NoOpenWith: 0
\Classes\Applications\iexplore.exe\shell\open\command;"(default): ""C:\Program Files\Internet Explorer\iexplore.exe"" %1; DelegateExecute: {17FE9752-0B5A-4665-84CD-569794602F5C}"
\Classes\Applications\iexplore.exe\shell\open;CommandId: IE.File
\Classes\Applications\iexplore.exe\shell;
\Classes\Applications\iexplore.exe;NoOpenWith: 0
\Classes\Applications\inetcpl.cpl;NoOpenWith: 0
\Classes\Applications\ISIGNUP.EXE;NoOpenWith: 0
\Classes\Applications\isoburn.exe;"(default): Windows Disc Image Burner; FriendlyAppName: @%SystemRoot%\System32\isoburn.exe,-352"
\Classes\Applications\java.exe;IsHostApp: 0
\Classes\Applications\javaw.exe;IsHostApp: 0
\Classes\Applications\kodakprv.EXE;NoOpenWith: 0
\Classes\Applications\licensemanagershellext.exe\DefaultIcon;(default): %SystemRoot%\System32\licensemanagershellext.exe,-1
\Classes\Applications\licensemanagershellext.exe\SupportedTypes;(default): .ms-windows-store-license
\Classes\Applications\licensemanagershellext.exe;"FriendlyAppName: @C:\Windows\System32\licensemanagershellext.exe,-101; NoOpenWith: 0"
\Classes\Applications\MMC.exe;NoOpenWith: 0
\Classes\Applications\mnyimprt.exe;NoOpenWith: 0
\Classes\Applications\mplayer.exe;NoOpenWith: 0
\Classes\Applications\msaccess.exe;FriendlyAppName: @C:\Program Files\Microsoft Office\root\VFS\ProgramFilesCommonX64\Microsoft Shared\Office16\oregres.dll,-207
\Classes\Applications\msconf.dll;NoOpenWith: 0
\Classes\Applications\mshta.exe;NoOpenWith: 0
\Classes\Applications\msiexec.exe;NoOpenWith: 0
\Classes\Applications\msimn.exe;NoOpenWith: 0
\Classes\Applications\MSInfo32.exe;NoOpenWith: 0
\Classes\Applications\mspaint.exe\SupportedTypes;".gif: 0; .ico: 0; .jfif: 0; .jpe: 0; .jpeg: 0; .jpg: 0; .png: 0"
\Classes\Applications\mspaint.exe;
\Classes\Applications\mspub.exe;FriendlyAppName: @C:\Program Files\Microsoft Office\root\VFS\ProgramFilesCommonX64\Microsoft Shared\Office16\oregres.dll,-208
\Classes\Applications\msrating.dll;NoOpenWith: 0
\Classes\Applications\netshell.dll;NoOpenWith: 0
\Classes\Applications\notepad.exe\shell\edit\command;(default): %SystemRoot%\system32\NOTEPAD.EXE %1
\Classes\Applications\notepad.exe\shell\edit;
\Classes\Applications\notepad.exe\shell\open\command;(default): %SystemRoot%\system32\NOTEPAD.EXE %1
\Classes\Applications\notepad.exe\shell\open;
\Classes\Applications\notepad.exe\shell;
\Classes\Applications\notepad.exe;NoOpenWith: 0
\Classes\Applications\NTVDM.exe;UseExecutableForTaskbarGroupIcon: 0
\Classes\Applications\oledb32.dll;NoOpenWith: 0
\Classes\Applications\OpenVPNConnect.exe\shell\open;FriendlyAppName: OpenVPN Connect
\Classes\Applications\OpenVPNConnect.exe\shell;
\Classes\Applications\OpenVPNConnect.exe\SupportedTypes;ovpn: 0
\Classes\Applications\OpenVPNConnect.exe;
\Classes\Applications\OpenWith.exe;"ImmersiveBroker: 0; NoOpenWith: 0"
\Classes\Applications\ORGCHART.EXE;NoOpenWith: 0
\Classes\Applications\OSA.EXE;NoOpenWith: 0
\Classes\Applications\Outlook.EXE;"NoOpenWith: 0; FriendlyAppName: @C:\Program Files\Microsoft Office\root\VFS\ProgramFilesCommonX64\Microsoft Shared\Office16\oregres.dll,-202"
\Classes\Applications\paintdotnet.exe\shell\edit\command;"(default): ""C:\Program Files\paint.net\paintdotnet.exe"" ""%1"""
\Classes\Applications\paintdotnet.exe\shell\edit;
\Classes\Applications\paintdotnet.exe\shell;
\Classes\Applications\paintdotnet.exe\SupportedTypes;".pdn: 0; .avif: 0; .bmp: 0; .dib: 0; .dds: 0; .gif: 0; .heic: 0; .jfif: 0; .jpe: 0; .jpeg: 0; .jpg: 0; .jxr: 0; .png: 0; .rle: 0; .tga: 0; .tif: 0; .tiff: 0; .wdp: 0; .wmp: 0; .webp: 0"
\Classes\Applications\paintdotnet.exe;FriendlyAppName: paint.net
\Classes\Applications\perfmon.exe;NoOpenWith: 0
\Classes\Applications\photoviewer.dll\shell\print\command;"(default): %SystemRoot%\System32\rundll32.exe ""%ProgramFiles%\Windows Photo Viewer\PhotoViewer.dll"", ImageView_Fullscreen %1"
\Classes\Applications\photoviewer.dll\shell\print\DropTarget;Clsid: {60fd46de-f830-4894-a628-6fa81bc0190d}
\Classes\Applications\photoviewer.dll\shell\print;NeverDefault: 0
